nom;statut;type;adresse;code_postal;ville;email;telephone;site_web;latitude;longitude;saison;danses;familles_de_danses;url_fiche;slug
Happy Danse Studio;affiliated;AFFILIATED_STRUCTURE;Carbet des associations du Village chinois, Rue Ho len-fat;97320;SAINT-LAURENT du MARONI;happydansestudio@gmail.com;+594694903042;;5.4997593;-54.0335572;2026;Breaking | Hip Hop | New Style;Breaking | Danses hip-hop;https://www.ffdanse.fr/structures/6231-happy-danse-studio;6231-happy-danse-studio
Happy Feet;affiliated;AFFILIATED_STRUCTURE;19 rue Aristide Maillol;33700;MERIGNAC;happyfeetwcs@gmail.com;0684416460;happyfeetwcs.fr;44.8193603;-0.6889255;2026;West Coast Swing;West Coast Swing;https://www.ffdanse.fr/structures/4527-happy-feet;4527-happy-feet
Happy Pole;affiliated;AFFILIATED_STRUCTURE;465 rue de Prépontin;38660;Le Touvet;e.ducrocq38@gmail.com;06 29 40 14 62;www.happy-pole.fr;45.360661;5.959469;2026;Pole Dance;Pole dance;https://www.ffdanse.fr/structures/5473-happy-pole;5473-happy-pole
Happy RJD;affiliated;AFFILIATED_STRUCTURE;14 RUE DES PERDRIX;28350;ST LUBIN DES JONCHERETS;happyrjd28@gmail.com;0683819264;;48.7618007;1.1844135;2026;Contemporain | Jazz;Ateliers de création | Contemporain | Modern jazz | Jazz;https://www.ffdanse.fr/structures/2923-happy-rjd;2923-happy-rjd
Happy Swing;affiliated;AFFILIATED_STRUCTURE;16 Avenue du Grésillé, Bâtiment A;49000;Angers;nicolas.panouilleres@gmail.com;0630180945;;47.459301;-0.598773;2026;Danses Solo | Lindy Hop;Lindy hop;https://www.ffdanse.fr/structures/6386-happy-swing;6386-happy-swing
HARMONIE DANSE;affiliated;AFFILIATED_STRUCTURE;15 PLACE DE L'EGLISE;44160;BESNE;harmoniedanse44@gmail.com;0662489203;www.harmonie-danse-44.com;47.3963717;-2.0918538;2026;Hip Hop | House;Danses hip-hop;https://www.ffdanse.fr/structures/5219-harmonie-danse;5219-harmonie-danse
Hat's and boots club;affiliated;AFFILIATED_STRUCTURE;Mairie de Pont Audemer Place de Verdun;27500;PONT AUDEMER;hats.and.boots.club@hotmail.fr;0232427689;;49.357235;0.516901;2026;Country And Line | ancien nom à supprimer;Country & line;https://www.ffdanse.fr/structures/507-hat-s-and-boots-club;507-hat-s-and-boots-club
Havana Style;affiliated;AFFILIATED_STRUCTURE;85 avenue de la libération Charles de Gaulle;33110;Le Bouscat;contact@havanastyleasso.com;0650926393;https://www.havanastyleasso.fr/;44.8573653;-0.5969783;2026;Afro-caribéennes | Folklorique | Latines | Latino Caraibes | Salsa;Danses ethniques | Danses traditionnelles | Danses latines | Danses latino-caraïbes | Salsa;https://www.ffdanse.fr/structures/5369-havana-style;5369-havana-style
HD DANCE;affiliated;AFFILIATED_STRUCTURE;109 CHEMIN DE LA FORET AUX MARTINS;26120;MALISSARD;hddance@outlook.fr;0669282287;;44.9147;4.934491;2026;Boogie Main Class | Boogie Woogie | Danse en solo Latine | Latines | Lindy Hop | Rock et DA | Show Dance Latine | Societe | Solo Team Lat / Std;Boogie-Woogie | Danses latines | Lindy hop | Rock sauté | Danses de salon | Danses standards;https://www.ffdanse.fr/structures/5013-hd-dance;5013-hd-dance
HD HAUCOURT DE DANSE;affiliated;AFFILIATED_STRUCTURE;1 rue Pasteur;54860;Haucourt Moulaine;haucourtdedanse@gmail.com;0680774283;;49.4886365;5.8044149;2026;Autres Danses | Classique | Eveil à la Danse | Hip Hop | Ragga | Street Dance;Classique | Danses hip-hop;https://www.ffdanse.fr/structures/4318-hd-haucourt-de-danse;4318-hd-haucourt-de-danse
HDMI Team;recently_disaffiliated;UNAFFILIATED_STRUCTURE;16 C rue du petit bernard;21000;Dijon;asso.hdmiteam@gmail.com;0609153272;;47.304795;5.0348782;;;;https://www.ffdanse.fr/structures/4551-hdmi-team;4551-hdmi-team
HELIXES;affiliated;AFFILIATED_STRUCTURE;90 rue du Pré Vescal;05000;RAMBAUD;marianne.barreau-prunet@orange.fr;0619847506;;44.5442021;6.1416713;2026;Classique | Contemporain | Regards chorégraphiques;Classique | Ateliers de création | Contemporain;https://www.ffdanse.fr/structures/4688-helixes;4688-helixes
helki danse compagnie;affiliated;AFFILIATED_STRUCTURE;2 route de Lacq;64370;Arthez de Béarn;helki.danse.cie@gmail.com;0686709160;www.helkidanse.com;43.4551184;-0.6225353;2026;Autres Danses | Autres Danses Du Monde | Danse Inclusive;Danses ethniques;https://www.ffdanse.fr/structures/5837-helki-danse-compagnie;5837-helki-danse-compagnie
HELLO BROADWAY;affiliated;AFFILIATED_STRUCTURE;106, RUE DE LA BRUYERE, POISSY;78300;Poissy;sharonkirch27@gmail.com;0626888037;www.hello-broadway.net;48.9291758;2.0565484;2026;Bachata | Claquettes | Classique | Comedie Musicale | Country And Line | Jazz | Latines | Lindy Hop | Salsa | Societe | West Coast Swing;Bachata | Claquettes | Classique | Comédie musicale | Country & line | Modern jazz | Jazz | Danses latines | Lindy hop | Salsa | Danses de salon | West Coast Swing;https://www.ffdanse.fr/structures/2779-hello-broadway;2779-hello-broadway
Hemysphere Dance School;affiliated;AFFILIATED_STRUCTURE;30 rue Drelon;63000;Clermont Ferrand;amelie.rabat@gmail.com;0648736055;;45.7703618;3.0800893;2026;Hip Hop | Jazz | Jazz groupe | Regards chorégraphiques;Danses hip-hop | Modern jazz | Jazz | Ateliers de création | Contemporain;https://www.ffdanse.fr/structures/6377-hemysphere-dance-school;6377-hemysphere-dance-school
Herbi'danse;affiliated;AFFILIATED_STRUCTURE;Maison des Associations, place du général d'Argencé;44410;HERBIGNAC;herbidanse44@gmail.com;0749486476;https://herbidanse.jimdo.com;47.449734;-2.317044;2026;Contemporain | Jazz | Street Dance;Ateliers de création | Contemporain | Modern jazz | Jazz | Danses hip-hop;https://www.ffdanse.fr/structures/931-herbi-danse;931-herbi-danse
HESDIHIPHOP;recently_disaffiliated;UNAFFILIATED_STRUCTURE;46 PLACE DU RIETZ;62196;HESDIGNEUL LES BETHUNE;guilbertlau62@orange.fr;0684564656;;50.5026305;2.5943134;;;;https://www.ffdanse.fr/structures/4114-hesdihiphop;4114-hesdihiphop
HIP HOP AYGUEMORTAIS;affiliated;AFFILIATED_STRUCTURE;20 avenue du Général de Gaulle, Mairie;33640;AYGUEMORTE LES GRAVES;hha33640@gmail.com;07 66 36 50 25;;44.7102786;-0.4795452;2026;Hip Hop;Danses hip-hop;https://www.ffdanse.fr/structures/4015-hip-hop-ayguemortais;4015-hip-hop-ayguemortais
HIP HOP HEELS ORTHEZ;affiliated;AFFILIATED_STRUCTURE;840 CHEMIN DE L ECOLE;64300;Orthez;vmauny@live.com;0744115397;;43.494058;-0.8083705;2026;Hip Hop;Danses hip-hop;https://www.ffdanse.fr/structures/6392-hip-hop-heels-orthez;6392-hip-hop-heels-orthez
Hip Hop New School;affiliated;AFFILIATED_STRUCTURE;113, Route de Pont l'abbé, bat, droit 1er étage;29000;Quimper;contact.hiphopnewschool@gmail.com;0953322193;www.hiphopnewschool.bzh;47.985429;-4.1208102;2026;Breaking | Hip Hop | House | Locking | New Style | Poping;Breaking | Danses hip-hop;https://www.ffdanse.fr/structures/3576-hip-hop-new-school;3576-hip-hop-new-school
Histoire de danser;affiliated;AFFILIATED_STRUCTURE;La camp de veyrières;15250;Saint Paul des Landes;histoirededanser15@gmail.com;0682308969;;44.929272;2.301064;2026;Contemporain | Jazz;Ateliers de création | Contemporain | Modern jazz | Jazz;https://www.ffdanse.fr/structures/2679-histoire-de-danser;2679-histoire-de-danser
HK DANSE;recently_disaffiliated;UNAFFILIATED_STRUCTURE;23 rue de Diesen;57890;PORCELETTE;elodiekedinger@outlook.fr;0669454084;;49.1582056;6.654865;;;;https://www.ffdanse.fr/structures/2719-hk-danse;2719-hk-danse
HKL'FAMILY;affiliated;AFFILIATED_STRUCTURE;23 rue de Diesen;57890;PORCELETTE;hklfamily@outlook.fr;0669454084;;49.1581033;6.6547915;2026;Afro-contemporaine | Cabaret | Contemporain | Eveil à la Danse | Hip Hop | Jazz | Street Dance;Afro-jazz | Cabaret | Ateliers de création | Contemporain | Danses hip-hop | Modern jazz | Jazz;https://www.ffdanse.fr/structures/6130-hkl-family;6130-hkl-family
Hogan country school;affiliated;AFFILIATED_STRUCTURE;4 rue de la barre;22100;AUCALEUC;hogancountryschool@gmail.com;33659349547;;48.4563049;-2.1276241;2026;Country And Line;Country & line;https://www.ffdanse.fr/structures/428-hogan-country-school;428-hogan-country-school
House Dance Art Training;affiliated;AFFILIATED_STRUCTURE;11 allée de Glain;64100;Bayonne;contact@hdat.fr;0623279431;www.hdat.fr;43.484306;-1.471718;2026;Breaking | Hip Hop | House | Krump | Locking | New Style | Poping | Street Dance;Breaking | Danses hip-hop;https://www.ffdanse.fr/structures/2708-house-dance-art-training;2708-house-dance-art-training
Hyla Studio;affiliated;AFFILIATED_STRUCTURE;2 Rue du Milan Noir;44350;Guérande;hylastudio44@gmail.com;0684548251;https://www.hylastudio.fr/;47.3381447;-2.4236074;2026;Breaking | Hip Hop | House | Krump | Locking | New Style | Poping | Ragga | Street Dance;Breaking | Danses hip-hop;https://www.ffdanse.fr/structures/5802-hyla-studio;5802-hyla-studio
Hype Dance School;affiliated;AFFILIATED_STRUCTURE;381 Boulevard Jean Mermoz, FRANCE;83300;DRAGUIGNAN;hypedanceschool83@gmail.com;0611352951;www.hypedanceschool83.fr;43.5208776;6.4707364;2026;Breaking | Eveil à la Danse | Hip Hop | House | Jazz | New Style | Ragga | Street Dance;Breaking | Danses hip-hop | Modern jazz | Jazz;https://www.ffdanse.fr/structures/4092-hype-dance-school;4092-hype-dance-school
HYPE DANCE SCHOOL FRÉJUS;affiliated;AFFILIATED_STRUCTURE;229 VIA NOVA;83600;FRÉJUS;hypedanceschoolfrejus@gmail.com;0611352951;;43.4645396;6.7313781;2026;Breaking | Contemporain | Hip Hop | Jazz | Jazz duo | Jazz groupe | New Style | Poping | Ragga | Street Dance;Breaking | Ateliers de création | Contemporain | Danses hip-hop | Modern jazz | Jazz;https://www.ffdanse.fr/structures/6281-hype-dance-school-frejus;6281-hype-dance-school-frejus
I LOVE SBK.;affiliated;AFFILIATED_STRUCTURE;7 allée gustave Charpentier;54700;pont-à-mousson;ethandu54@outlook.fr;0649548508;;48.9187207;6.0677042;2026;Africaine | Afro-caribéennes | Afro-contemporaine | Bachata | Bachata Team Couple | Bachata Team Styling | Danse Show | Danse en solo Latine | Danse en solo Standard | Danses Solo | Dix Danses | Duo bachata Shines | Duo salsa Shines | Kizomba | Kizomba Chorégraphie | Latines | Latino Caraibes | Rock | Rock Acrobatique | Rock'n'Roll | Salsa | Salsa Team Couple | Salsa Team Styling | Show Dance Latine | Show Dance Standard | Show Latino Caraïbe | Solo Team Lat / Std | Standards | Teams SBK;Danses ethniques | Afro-jazz | Bachata | Disco | Danses latines | Danses standards | Kizomba | Danses latino-caraïbes | Rock'n'roll | Rock acrobatique | Salsa;https://www.ffdanse.fr/structures/4874-i-love-sbk;4874-i-love-sbk
IDEALE DANSE;affiliated;AFFILIATED_STRUCTURE;3 Rue de la liberté;38130;ECHIROLLES;idealedanse.echirolles@gmail.com;06 31 79 49 61;www.idéaledanse.com;45.1440679;5.7276009;2026;Barre au Sol | Boogie Formation | Boogie Juniors | Boogie Main Class | Boogie Rising Star | Boogie Seniors | Boogie Woogie | Boogie Woogie Fédéral | Classique | Dix Danses | Eveil à la Danse | Formation Rock Girls | Formation Rock Juniors | Formation Rock Ladies | Formation Rock Main Class | Formation Rock Main Class Quattro | Jazz | Latines | Lindy Hop | Lindy Hop Fédéral | Lindy Hop Junior | Lindy Hop Main Class | Lindy Hop Senior 1 | Lindy Hop Senior 2 | Lindy Hop Show case | Rock | Rock Acrobatique | Rock Acrobatique Fédéral | Rock Artistique Fédéral | Rock Children | Rock Couple Dance Show | Rock Formation | Rock Juniors | Rock Juveniles | Rock Main Class Contact Style | Rock Main Class Free Style | Rock Saute | Rock et DA | Rock'n Roll Fédéral | Rock'n'Roll | Salsa | Small Formation Rock Ladies | Small formation Rock Girls | Standards | West Coast Swing | Zumba;Barre au sol classique | Barre au sol contemporaine | Boogie-Woogie | Classique | Danses latines | Danses standards | Modern jazz | Jazz | Lindy hop | Rock'n'roll | Rock acrobatique | Rock sauté | Salsa | West Coast Swing | Zumba;https://www.ffdanse.fr/structures/2158-ideale-danse;2158-ideale-danse
Identita Dance;affiliated;AFFILIATED_STRUCTURE;99 RUE CARNOT;62950;NOYELLES;identitadance62@gmail.com;0786260666;;50.4319694;2.8730309;2026;Dix Danses | Latines | Standards;Danses latines | Danses standards;https://www.ffdanse.fr/structures/2841-identita-dance;2841-identita-dance
Idéal Dans'Eure;affiliated;AFFILIATED_STRUCTURE;5 Rue Auguste Renoir;81160;Saint-Juéry;idealdanseure@gmail.com;0643291698;;43.9452981;2.1927195;2026;Autres Danses;;https://www.ffdanse.fr/structures/522-ideal-dans-eure;522-ideal-dans-eure
il était une fois dans l'est;affiliated;AFFILIATED_STRUCTURE;13 rue de l'aya;52800;nogent;marieclaudefoissey@gmail.com;0781805288;;48.020646;5.3343248;2026;Country And Line | Societe;Country & line | Danses de salon;https://www.ffdanse.fr/structures/2845-il-etait-une-fois-dans-l-est;2845-il-etait-une-fois-dans-l-est
Ile de ré danse;affiliated;AFFILIATED_STRUCTURE;9 rue des Merles;17740;sainte marie de Ré;ilederedanse@gmail.com;0670106764;;46.1480576;-1.3059579;2026;Classique | Jazz;Classique | Modern jazz | Jazz;https://www.ffdanse.fr/structures/376-ile-de-re-danse;376-ile-de-re-danse
Illusionist;affiliated;AFFILIATED_STRUCTURE;1 rue des pierres plantées;69001;Lyon;equipe.illusionist@gmail.com;0623739466;;45.774117;4.8323756;2026;Danse Verticale | Danse aérienne | Parapole Artistique | Parapole sport | Pole Dance | Pole Sport;Danses aériennes | Pole dance | Pole sport;https://www.ffdanse.fr/structures/6058-illusionist;6058-illusionist
IMPULSE;affiliated;AFFILIATED_STRUCTURE;6 Cours des Alliés, Maison des associations;35000;Rennes;impulse.danse35@gmail.com;0671506244;;48.1050679;-1.6767622;2026;Afro-contemporaine | Autres Danses | Contemporain | Hip Hop | House | Kizomba | Standards | Street Dance;Afro-jazz | Ateliers de création | Contemporain | Danses hip-hop | Kizomba | Danses standards;https://www.ffdanse.fr/structures/4606-impulse;4606-impulse
Impulsion Danse;affiliated;AFFILIATED_STRUCTURE;283 chemin du moulin;04180;Villeneuve;impulsiondanse04@gmail.com;0608787957;;43.8949775;5.8640101;2026;Bollywood | Breaking | Eveil à la Danse | Jazz | Ragga | Street Dance;Danses ethniques | Breaking | Modern jazz | Jazz | Danses hip-hop;https://www.ffdanse.fr/structures/6014-impulsion-danse;6014-impulsion-danse
In Da House;affiliated;AFFILIATED_STRUCTURE;298 avenue Lou Gabian;83600;Fréjus;contact.indahouse@gmail.com;0752919605;www.indahousepoledancestudio.com;43.437991;6.7231636;2026;Pole Dance;Pole dance;https://www.ffdanse.fr/structures/4031-in-da-house;4031-in-da-house
IN'PULSE Modern Dance School;affiliated;AFFILIATED_STRUCTURE;2 rue Sans Debasses;34800;Clermont l'Hérault;inpulse.imds@gmail.com;0606659000;;43.6277924;3.4327396;2026;Autres Danses | Hip Hop | Jazz;Danses hip-hop | Modern jazz | Jazz;https://www.ffdanse.fr/structures/772-in-pulse-modern-dance-school;772-in-pulse-modern-dance-school
Indépen'danse;recently_disaffiliated;UNAFFILIATED_STRUCTURE;259 Boulevard de Reims;59100;ROUBAIX;orga.independanse@gmail.com;0616515319;;50.678094;3.186323;;;;https://www.ffdanse.fr/structures/5349-indepen-danse;5349-indepen-danse
INFINITY DANCE;affiliated;AFFILIATED_STRUCTURE;1013 Route du Panier;84860;CADEROUSSE;infinity.dance.association@gmail.com;0621224748;;44.124864;4.7203109;2026;Boogie Formation | Boogie Juniors | Boogie Main Class | Boogie Rising Star | Boogie Seniors | Boogie Woogie | Boogie Woogie Fédéral | Formation Rock Girls | Formation Rock Juniors | Formation Rock Ladies | Formation Rock Main Class | Formation Rock Main Class Quattro | Lindy Hop Fédéral | Rock | Rock Acrobatique | Rock Acrobatique Fédéral | Rock Artistique Fédéral | Rock Children | Rock Couple Dance Show | Rock Formation | Rock Juniors | Rock Juveniles | Rock Main Class Contact Style | Rock Main Class Free Style | Rock Saute | Rock et DA | Rock'n Roll Fédéral | Rock'n'Roll | Small Formation Rock Ladies | Small formation Rock Girls;Boogie-Woogie | Rock'n'roll | Rock acrobatique | Rock sauté;https://www.ffdanse.fr/structures/4634-infinity-dance;4634-infinity-dance
Influence 95;affiliated;AFFILIATED_STRUCTURE;200 CHAUSSEE JULES CESAR;95250;BEAUCHAMP;ecoleinfluence@gmail.com;0650399414;studio-influence.com;49.0166662;2.180402;2026;Bachata | Classique | Danses Solo | Jazz | Kizomba | Ragga | Salsa;Bachata | Classique | Modern jazz | Jazz | Kizomba | Danses hip-hop | Salsa;https://www.ffdanse.fr/structures/3969-influence-95;3969-influence-95
Inspiration Kizomba;affiliated;AFFILIATED_STRUCTURE;84 Rue du faubourg de Paris;59300;Valenciennes;inspirationkizomba@gmail.com;0766669836;https://www.inspirationkizomba.fr;50.3534067;3.5111978;2026;Africaine | Afro-caribéennes | Bachata | Danse Historique | Danse sacrée | Kizomba | Kizomba Chorégraphie | Latino Caraibes | Rock | Salsa;Danses ethniques | Bachata | Danse historique | Kizomba | Danses latino-caraïbes | Rock'n'roll | Salsa;https://www.ffdanse.fr/structures/4544-inspiration-kizomba;4544-inspiration-kizomba
Instant J'azz;affiliated;AFFILIATED_STRUCTURE;8 impasse de la source;57450;Farschviller;muller.jenni@gmail.com;0681483797;@instant J'azz;49.093158;6.896006;2026;Contemporain | Eveil à la Danse | Jazz | Regards chorégraphiques;Ateliers de création | Contemporain | Modern jazz | Jazz;https://www.ffdanse.fr/structures/4645-instant-j-azz;4645-instant-j-azz
Institut d'Art Chorégraphique;affiliated;AFFILIATED_STRUCTURE;46 Quai de La Regratterie, BP 60086;79000;NIORT;institutdartchoregraphique@sfr.fr;06.88.49.39.05;institutdartchoregraphique.com;46.3285088;-0.4628358;2026;Classique;Classique;https://www.ffdanse.fr/structures/5811-institut-d-art-choregraphique;5811-institut-d-art-choregraphique
Institut de Danse pour la Formation Professionnelle;recently_disaffiliated;UNAFFILIATED_STRUCTURE;64 rue orfila;75020;paris;idfpkimkan@me.com;0143669964;ecolededansekimkan.com;48.8668868;2.3977879;2026;Barre au Sol | Classique | Contemporain | Hip Hop | Jazz | Street Dance;Barre au sol classique | Barre au sol contemporaine | Classique | Ateliers de création | Contemporain | Danses hip-hop | Modern jazz | Jazz;https://www.ffdanse.fr/structures/1493-institut-de-danse-pour-la-formation-professionnelle;1493-institut-de-danse-pour-la-formation-professionnelle
INSTITUT DE DANSE PRISCILA FERRAZ - IDPF PARIS;affiliated;AFFILIATED_STRUCTURE;131 BOULEVARD DE CRETEIL;94100;SAINT-MAUR-DES-FOSSES;idpfparis@gmail.com;0769404406;https://www.helloasso.com/associations/idpf-paris;48.7983094;2.4914062;2026;Autres Danses Du Monde | Barre au Sol | Classique | Contemporain | Danse sacrée | Hip Hop | Jazz | Pilates;Danses ethniques | Barre au sol classique | Barre au sol contemporaine | Classique | Ateliers de création | Contemporain | Danses hip-hop | Modern jazz | Jazz;https://www.ffdanse.fr/structures/6393-institut-de-danse-priscila-ferraz-idpf-paris;6393-institut-de-danse-priscila-ferraz-idpf-paris
INTERDANCE;affiliated;AFFILIATED_STRUCTURE;58 RD 386, 69560;69560;Sainte-Colombe;interdance.office@gmail.com;0661789897;;45.5260972;4.8670017;2026;Africaine | Afro-contemporaine | Bachata | Boogie Woogie | Breaking | Classique | Contemporain | Danse Inclusive | Danse Show | Danse aérienne | Danse en solo Latine | Danse en solo Standard | Danses Solo | Dix Danses | Hip Hop | Jazz | Kizomba | Latines | Pole Dance | Ragga | Rock et DA | Salsa | Show Dance Latine | Show Dance Standard | Societe | Solo Team Lat / Std | Standards | Street Dance;Danses ethniques | Afro-jazz | Bachata | Boogie-Woogie | Breaking | Classique | Ateliers de création | Contemporain | Disco | Danses aériennes | Danses latines | Danses standards | Danses hip-hop | Modern jazz | Jazz | Kizomba | Pole dance | Rock sauté | Salsa | Danses de salon;https://www.ffdanse.fr/structures/4354-interdance;4354-interdance
Interface hip-hop;affiliated;AFFILIATED_STRUCTURE;97 rue des Cascavels;97436;Saint-Leu;interface-hiphop@laposte.net;0692 53 67 83;;-21.1723855;55.2914968;2026;Breaking | Eveil à la Danse | Hip Hop | House | Locking | New Style | Poping | Street Dance;Breaking | Danses hip-hop;https://www.ffdanse.fr/structures/4309-interface-hip-hop;4309-interface-hip-hop
Interpole - Doga Studio;recently_disaffiliated;UNAFFILIATED_STRUCTURE;338 route de cambarras;83440;Tourrettes;delphine.dauga@gmail.com;0662335461;https://www.delfdoga.com/;43.6050514;6.6979413;;;;https://www.ffdanse.fr/structures/5595-interpole-doga-studio;5595-interpole-doga-studio
IRON X BY LILY SHADOW & KLO JUNGLE;affiliated;AFFILIATED_STRUCTURE;7 rue des Mottes;62117;Brebieres;eyazici@orange.fr;0688852045;;50.3349364;3.016421;2026;Pole Dance;Pole dance;https://www.ffdanse.fr/structures/3636-iron-x-by-lily-shadow-klo-jungle;3636-iron-x-by-lily-shadow-klo-jungle
Issol'Danse;affiliated;AFFILIATED_STRUCTURE;13 rue Notre Dame;83136;Ste Anastasie sur Issole;issoldanse@hotmail.com;0661537726;https://www.issoldanse.fr;43.3412939;6.1242655;2026;Bachata | Bachata Team Couple | Bachata Team Styling | Danse en solo Latine | Danse en solo Standard | Dix Danses | Duo bachata Shines | Duo salsa Shines | Kizomba | Latines | Rock'n'Roll | Salsa | Salsa Team Couple | Salsa Team Styling | Show Dance Latine | Show Dance Standard | Societe | Solo Team Lat / Std | Standards | Zumba;Bachata | Danses latines | Danses standards | Kizomba | Rock'n'roll | Salsa | Danses de salon | Zumba;https://www.ffdanse.fr/structures/6293-issol-danse;6293-issol-danse
ISSY DANSE;affiliated;AFFILIATED_STRUCTURE;49 bis Rue du Général Leclerc, 78320;92130;Issy les Moulineaux;issydanse@gmail.com;0673964154;www.issydanse.fr;48.8245068;2.2747374;2026;Classique | Contemporain | Danse en solo Latine | Danse en solo Standard | Dix Danses | Flamenco | Hip Hop | Jazz | Latines | Societe | Standards;Classique | Ateliers de création | Contemporain | Danses latines | Danses standards | Flamenco | Danses hip-hop | Modern jazz | Jazz | Danses de salon;https://www.ffdanse.fr/structures/5346-issy-danse;5346-issy-danse
J 'Dance;affiliated;AFFILIATED_STRUCTURE;22 rue de l hermite;10400;Nogent sur seine;jdancenogent@gmail.com;0631833456;www.jdance.fr;48.4910927;3.5016633;2026;Hip Hop | New Style | Ragga | Street Dance;Danses hip-hop;https://www.ffdanse.fr/structures/5517-j-dance;5517-j-dance
J DANSE;affiliated;AFFILIATED_STRUCTURE;3 ROUTE DE LA PEYSSE;73000;BARBERAZ;alain.flandin@gmail.com;0781671473;www.mambo-rock.com;45.5608307;5.9476817;2026;Bachata | Bachata Team Couple | Bachata Team Styling | Bollywood | Boogie Woogie | Danses Solo | Duo bachata Shines | Duo salsa Shines | Eveil à la Danse | Hip Hop | Indienne | Jazz | Kizomba | Kizomba Chorégraphie | Kizomba Improvisation Traditionnelle | Kizomba Improvisation Urban | Lindy Hop | New Style | Orientale | Ragga | Rock | Rock'n'Roll | Salsa | Salsa Team Couple | Salsa Team Styling | Show Latino Caraïbe | Societe | Standards | Street Dance | Tango Argentin | Teams SBK | West Coast Swing | Zumba;Bachata | Danses ethniques | Boogie-Woogie | Danses hip-hop | Modern jazz | Jazz | Kizomba | Lindy hop | Rock'n'roll | Salsa | Danses latino-caraïbes | Danses de salon | Danses standards | Tango argentin | West Coast Swing | Zumba;https://www.ffdanse.fr/structures/5247-j-danse;5247-j-danse
J.S.R. Omnisports;affiliated;AFFILIATED_STRUCTURE;148 avenue Albert Poisson;40370;RION DES LANDES;dansesalonrion@gmail.com;0622301528;;43.9340542;-0.920736;2026;Societe;Danses de salon;https://www.ffdanse.fr/structures/898-j-s-r-omnisports;898-j-s-r-omnisports
Ja Danse - Jeanne d'Arc;affiliated;AFFILIATED_STRUCTURE;45 rue Saint Germain;27000;EVREUX;danse@jaevreux.fr;0232330514;;49.0189873;1.1365006;2026;Jazz;Modern jazz | Jazz;https://www.ffdanse.fr/structures/486-ja-danse-jeanne-d-arc;486-ja-danse-jeanne-d-arc
Jacadanse;affiliated;AFFILIATED_STRUCTURE;595, Chemin la GARDETE;83780;FLAYOSC;jacadanse@gmail.com;0623497065;www.jacadanse.fr;43.5416567;6.3872185;2026;Boogie Woogie | Country And Line | Danse Show | Danse en solo Latine | Dix Danses | Latines | Lindy Hop | Rock Formation | Rock Saute | Rock et DA | Rock'n'Roll | Societe | Standards | Tango Argentin | West Coast Swing;Boogie-Woogie | Country & line | Disco | Danses latines | Danses standards | Lindy hop | Rock'n'roll | Rock sauté | Danses de salon | Tango argentin | West Coast Swing;https://www.ffdanse.fr/structures/1691-jacadanse;1691-jacadanse
JACADANSE DRAGUIGNAN;affiliated;AFFILIATED_STRUCTURE;Résidence des Palmiers, 40 avenue du 15ème corps d’armée;83300;DRAGUIGNAN;jacadansedraguignan@gmail.com;0631084566;;43.5307516;6.4655094;2026;Bachata | Bachata Team Couple | Bachata Team Styling | Danse en solo Latine | Danse en solo Latine NON | Danse en solo Standard | Danse en solo Standard NON | Dix Danses | Duo bachata Shines | Duo salsa Shines | Kizomba | Kizomba Chorégraphie | Kizomba Improvisation Traditionnelle | Kizomba Improvisation Urban | Latines | Latino Caraibes | OLD : Salsa, Bachata, Kizomba | Salsa | Salsa Team Couple | Salsa Team Styling | Show Dance Latine | Show Dance Standard | Show Latino Caraïbe | Societe | Solo Team Lat / Std | Standards | Teams SBK;Bachata | Danses latines | Danses standards | Kizomba | Danses latino-caraïbes | Salsa | Danses de salon;https://www.ffdanse.fr/structures/5293-jacadanse-draguignan;5293-jacadanse-draguignan
Jad'Or Kizomba Harmonie;affiliated;AFFILIATED_STRUCTURE;appt 426, 4 avenue Mirabelle;64000;Pau;lebrasseurguy@gmail.com;0608837600;;43.2951;-0.370797;2026;Afro-caribéennes | Autres Danses | Kizomba | Kizomba Chorégraphie | Kizomba Improvisation Traditionnelle | Kizomba Improvisation Urban;Danses ethniques | Kizomba;https://www.ffdanse.fr/structures/6183-jad-or-kizomba-harmonie;6183-jad-or-kizomba-harmonie
Jambalaya Country Club;affiliated;AFFILIATED_STRUCTURE;MJC 1 Rue Pierre Sémard;66300;THUIR;karinecountry66@hotmail.fr;0618210243;https://jambalayacountryclub.sportsregions.fr/;42.634561;2.7575872;2026;Country And Line | Dix Danses | Latines | Standards | Country Danse en Couple - DC | Country Danse en Couple - DC Pro AM | Country Danse en Formation - DF Cabaret Team | Country Danse en Formation - DF Crea Team | Country Danse en Formation - DF Duo | Country Danse en Formation - DF Loisirs Team | Country Danse en Formation - DF Quad | Country Danse en Formation - DF Show Team | Country Danse en ligne - DL | Country Danse en Ligne - DL Pop Line | Country Danse Partner - DP | Country Ecriture Choregraphique - EC | DC Pro AM;Country & line | Danses latines | Danses standards;https://www.ffdanse.fr/structures/1318-jambalaya-country-club;1318-jambalaya-country-club
Jay Dance;affiliated;AFFILIATED_STRUCTURE;35 rue des alliés;55000;Longeville en barrois;jay-dance@orange.fr;0766458220;;48.7402684;5.2128632;2026;Autres Danses | Regards chorégraphiques | Street Dance;Ateliers de création | Contemporain | Danses hip-hop;https://www.ffdanse.fr/structures/3191-jay-dance;3191-jay-dance
